id,name,latitude,longitude,zip_code,puma_name,rating_adj,American (New),American (Traditional),Asian Fusion,Bagels,Bakeries,Bars,Breakfast & Brunch,Burgers,Cafes,Caribbean,Chicken Wings,Chinese,Cocktail Bars,Coffee & Tea,Delis,Desserts,Diners,Dominican,Fast Food,Food Stands,Food Trucks,Greek,Grocery,Halal,Indian,Italian,Japanese,Juice Bars & Smoothies,Kosher,Latin American,Lounges,Mediterranean,Mexican,Pizza,Restaurants,Salad,Sandwiches,Seafood,Soul Food,Spanish,Sports Bars,Steakhouses,Sushi Bars,Thai,Wine Bars,number_of_cats,low,medium,expensive,very expensive,hh_alone_pct,hh_u18_pct,income_diversity_ratio,m_crime_all_rt,m_crime_prop_rt,m_crime_viol_rt,m_prox_subway_pct,pop_65p_pct,pop_bornstate_pct,pop_commute_carfree_pct,pop_commute_time_avg,pop_discon_youth_pct,pop_edu_collp_pct,pop_edu_nohs_pct,pop_foreign_pct,pop_laborforce_pct,pop_num,pop_pov_65p_pct,pop_pov_pct,pop_pov_u18_pct,pop_race_asian_pct,pop_race_black_pct,pop_race_div_idx,pop_race_hisp_pct,pop_race_white_pct,pop_unemp_pct,rent_burden_med
cq7TygpCsL0J6cCZ37L_iA,McDonald's,40.835136,-73.919899,10452,Highbridge/South Concourse,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
iwFI9MgdraPRv2crU3xYlQ,Emilio's Bakery & Coffee,40.8381271,-73.9188232,10452,Highbridge/South Concourse,3.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
JaDt1ule0xPIY8juArcdUw,Plaza Tulcingo Restaurant,40.83815,-73.9187,10452,Highbridge/South Concourse,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
DV8rKmyE2OtBfyGnP_GAqg,NB National Bakery,40.83484,-73.91974,10452,Highbridge/South Concourse,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
fkJ4Nr8xs3xjgl9T7d6Agw,Corner Style Jamaican & American,40.83489,-73.91971,10452,Highbridge/South Concourse,3.8666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
JYoCTZrJ0VRTmQFYUz_bSg,Mi Pueblito,40.8351145691322,-73.9189435341721,10452,Highbridge/South Concourse,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
YhhHgHvhj8jbpJtmPF6BhQ,Checkers,40.8356520135598,-73.9226446857708,10452,Highbridge/South Concourse,4.318181818181818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
U3KLPBFdWlkqdrywf1lvug,Tacos San Lucas,40.83847,-73.91864,10452,Highbridge/South Concourse,3.096153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
ApQ4j2ZBGyguH9ar2djvzQ,Angiolina Restaurant,40.83848,-73.91871,10452,Highbridge/South Concourse,3.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
UbQnr7-7OO3IYUK1GIG3gQ,Cafe Cosina,40.8389885870506,-73.9183833450079,10452,Highbridge/South Concourse,3.191176470588235,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
Oo6OW14bSoyUEfHl4W8uJA,167 Street Nonna's Pizza,40.8343999832869,-73.9169825613499,10456,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHsA01rUhNChuFJWPJ_Rog,Nano Billiard Cafe,40.8345206826925,-73.9173245429993,10456,,3.5714285714285716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
aUIFK8rGAtuitIkK6Rv2Nw,Popeyes Louisiana Kitchen,40.8396192,-73.9177011,10452,Highbridge/South Concourse,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
AoK8EOryhMBZFmyrQm38Gg,Burger King,40.8398216,-73.9177977,10452,Highbridge/South Concourse,3.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
bkqX7dLzl-yTbkZa-2o7hw,Bestia Kitchen,40.84023,-73.9217199,10452,Highbridge/South Concourse,3.4545454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
zJuzNI0yhWIHke-gh_Y5Vw,Carl's Steaks,40.8404019155625,-73.9194887407227,10452,Highbridge/South Concourse,3.6842105263157894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
kKSZx1UoKgwiQFJe5qMoag,Kennedy Fried Chicken,40.833995,-73.917109,10456,,3.6470588235294117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cE4p-7WHnh0jy_kEGlJm0A,Subway,40.8398668,-73.9171346,10452,Highbridge/South Concourse,4.318181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
LNDhsgGBl07076Afd3trfw,Emergency Snack Bar,40.8407664,-73.9216364,10452,Highbridge/South Concourse,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
W-jLQoRK9OAKCuyyaPtPDA,Johnny's Fried Chicken & Comida Hispana,40.8405685,-73.9220505,10452,Highbridge/South Concourse,3.125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
b62efwGBmISZelEpP_nCgQ,Munch Time Diner,40.8399606,-73.9168665,10452,Highbridge/South Concourse,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
R5VvLOLiS-3Xj1yqMyFQEw,Wendy's,40.84057,-73.917791,10452,Highbridge/South Concourse,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
0FzGZMoQNN-QU-6PGGfQ4Q,La Sabrosura,40.8399352,-73.9165594,10452,Highbridge/South Concourse,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
t1_qBEjXscQn-mp6-or_sw,Suyo Gastrofusion,40.840872,-73.918271,10452,Highbridge/South Concourse,4.379464285714286,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0.283949633407714,0.41845313994262,5.45833333333333,14.490477393626099,7.45009935742039,7.04037803620571,0.962980191495135,0.096249217901011,0.43127078736786606,0.7948911132637321,43.667168944856996,0.0761650823092975,0.13961406256798498,0.351847017360658,0.45168768729212605,0.605421499355641,151835.0,0.33691654879773697,0.348673394372786,0.457126896936971,0.0182566601903382,0.26003227187407396,0.457262356250948,0.6887081371225339,0.0216485000164652,0.116032237701669,0.0035700000000000003
